,id,listing,district,area,address,xiaoqu,sqm,room,lvgroom,year,renovation,floor,direction,price,lat,lng,postal,station_1,station_2,dist_1,dist_2
4207,shlwz000005524,"北蒙三小区,主卧朝南,位置安静,视野好,中式风格",黄浦,打浦桥,丽园路842弄,北蒙三小区,34,1,1.0,1989.0,3.0,high,SW,4500,31.20658409999999,121.47582140000002,,伊犁路,水城路,1300.0,2200.0
4208,shpdz000067559,"君誉江畔,小户型,靠近地铁口,拎包入住,带中央空调",浦东,塘桥,浦东南路1969号,君誉江畔,55,1,1.0,2013.0,3.0,low,SW,8000,31.21149639999999,121.5182817,200127.0,鲁班路,打浦桥,400.0,1300.0
4209,shhkz000020192,"耀江国际,大开间,大平层,繁华地段,采光充足",虹口,北外滩,峨眉路299弄,耀江国际,141,3,2.0,2005.0,3.0,high,S,18000,31.249833,121.490903,,伊犁路,水城路,1200.0,2400.0
4210,shcnz000009953,"华丽家族(长宁),双阳台,独立电梯,小区中心位置,带露台",长宁,古北,黄金城道555弄,华丽家族(长宁),349,5,2.0,2005.0,3.0,high,S,55000,31.193738,121.4040446,,云山路,金桥路,1300.0,1300.0
4211,shpdz000068572,"吉云公寓,近商圈,黄金楼层,小区入口附近,婚房首选",浦东,联洋,罗山路1502弄,吉云公寓,73,2,2.0,1995.0,3.0,middle,S,4000,31.2288412,121.5694164,201203.0,上海科技馆,蓝村路,1500.0,1600.0
4212,shpdz000068626,"尚东鼎(板泉路1555弄),大两房,一梯两户,小区中心位置,拎包入住",浦东,三林,板泉路1555弄,尚东鼎(板泉路1555弄),109,2,2.0,2007.0,3.0,high,S,10500,31.162721,121.51077,200126.0,赤峰路,大柏树,1900.0,2100.0
4213,shpdz000068715,"久阳滨江公寓,小户型,复式房,小区中心位置,房型正气",浦东,陆家嘴,潍坊西路108弄,久阳滨江公寓,69,1,1.0,2006.0,3.0,low,S,9500,31.223366,121.5133139,200000.0,佘山,泗泾,8300.0,16300.0
4214,shpdz000068855,"盛大天地青春里(盛荣路188弄),靠近地铁口,黄金楼层,位置安静,带家具家电",浦东,张江,盛荣路188弄,盛大天地青春里(盛荣路188弄),66,1,1.0,2015.0,3.0,high,E,4600,31.23644280000001,121.7244327,,东昌路站,商城路,1300.0,1800.0
4215,shhkz000020362,"中山北一路131弄1支弄,主卧朝南,一梯三户,繁华地段,采光充足",虹口,广中,中山北一路131弄1支弄,中山北一路131弄1支弄,36,1,1.0,1988.0,3.0,middle,S,3800,31.270847,121.47668,,广兰路,金科路,3300.0,4000.0
4216,shpdz000069042,"东五小区(浦东),主卧朝南,繁华地段,采光充足,简约风格",浦东,金桥,东陆路898弄,东五小区(浦东),41,1,1.0,1995.0,2.0,high,S,3500,31.27326,121.59049,,杨高中路,上海科技馆,2100.0,2100.0
4217,shzbz000013283,"时峰不夜城,景观房,靠近地铁口,采光充足,中式风格",闸北,新客站,海宁路1399号,时峰不夜城,37,1,0.0,2006.0,2.0,high,N,3700,31.2440594,121.4683989,200085.0,高青路,杨思,1300.0,2100.0
4218,shzbz000013289,"慧芝湖花园(3期-1018号),主卧朝南,靠近花园,配套成熟,位置安静",闸北,大宁绿地,平型关路1018号,慧芝湖花园(3期-1018号),81,2,1.0,2011.0,3.0,high,SE,6000,31.280365000000003,121.457629,200085.0,海伦路,四川北路站,300.0,900.0
4219,shypz000026847,"飞虹路1047弄,主卧朝南,近商圈,拎包入住,中式风格",杨浦,江浦,飞虹路1047弄,飞虹路1047弄,68,2,1.0,1990.0,2.0,high,S,5000,31.26814,121.515358,200085.0,云山路,金桥路,1700.0,2200.0
4220,shzbz000013310,"志园公寓,小户型,一梯两户,小区中心位置,采光充足",闸北,中兴,止园路288弄,志园公寓,80,2,1.0,1998.0,1.0,high,NS,6300,31.258118,121.469788,200085.0,佘山,洞泾,9500.0,21400.0
4221,shypz000025585,"创智坊(伟德路10弄),客厅带阳台,不靠近马路,拎包入住,南北通透",杨浦,五角场,伟德路10弄,创智坊(伟德路10弄),157,3,2.0,2010.0,3.0,high,NS,16000,31.304206,121.508242,200433.0,佘山,洞泾,9500.0,21400.0
4222,shypz000025664,"抚顺路363弄,南北通透,靠近地铁口,黄金楼层,拎包入住",杨浦,鞍山,抚顺路363弄,抚顺路363弄,53,2,1.0,1986.0,3.0,middle,S,3500,31.2779917,121.5100809,200085.0,上海马戏城,汶水路,3800.0,4300.0
4223,shypz000026017,"中环和润苑,主卧朝南,小区中心位置,采光充足,现代风格",杨浦,东外滩,顺平路59弄,中环和润苑,20,1,1.0,2015.0,3.0,high,S,2200,31.283173,121.555828,,海伦路,东宝兴路,800.0,1000.0
4224,shypz000026030,"宝地东花园(4期),主卧朝南,小区中心位置,带飘窗,繁华地段",杨浦,江浦,唐山路1099弄,宝地东花园(4期),76,1,2.0,2012.0,2.0,low,S,7500,31.262291,121.510689,200085.0,杨高中路,民生路,2000.0,2100.0
4225,shypz000026095,"中通大厦,繁华地段,黄金楼层,中式风格,靠近地铁口",杨浦,控江,黄兴路1号,中通大厦,66,1,1.0,1997.0,3.0,high,N,5000,31.269435,121.53285,200000.0,大柏树,赤峰路,700.0,1000.0
4226,shzbz000013087,"昌盛苑,主卧朝南,一梯两户,小区中心位置,采光充足",闸北,彭浦,曲沃路321弄,昌盛苑,46,1,2.0,1994.0,3.0,low,S,4000,31.311752,121.444818,,上海科技馆,杨高中路,1800.0,2500.0
4227,shypz000026693,"荣丰花园,主卧朝南,一梯三户,配套成熟,全南户型",杨浦,东外滩,长阳路1400弄,荣丰花园,46,1,1.0,1995.0,2.0,high,S,4000,31.266,121.530532,200085.0,大世界,陆家浜路,1400.0,1500.0
4229,shjdz000019350,"新城金郡园(云屏路1399弄),复式房,靠近地铁口,拎包入住,loft户型",嘉定,嘉定新城,云屏路1399弄,新城金郡园(云屏路1399弄),51,1,2.0,2013.0,3.0,high,NW,3000,31.3354415,121.2490412,,伊犁路,宋园路,1100.0,1300.0
4230,shjdz000019402,"新城金郡园(新城西尚海-临泽路89弄),主卧朝南,小区中心位置,拎包入住,现代风格",嘉定,嘉定新城,临泽路89弄,新城金郡园(新城西尚海-临泽路89弄),89,2,2.0,2010.0,3.0,middle,NS,4300,31.3432274,121.2412567,,花木路,世纪公园,400.0,1600.0
4232,shjdz000019592,"合景理想家,主卧朝南,大平层,繁华地段,采光充足",嘉定,嘉定新城,希望路978弄,合景理想家,44,1,1.0,2014.0,3.0,middle,S,3000,31.3379978,121.2608057,,东昌路站,商城路,1700.0,2000.0
4234,shsjz000009251,"绿地蔷薇九里(1期),主卧朝南,联排别墅,靠近地铁口,视野好",松江,松江大学城,广富林路1518弄,绿地蔷薇九里(1期),96,3,2.0,2010.0,3.0,low,NS,9800,31.059204,121.229696,,水城路,龙溪路,1800.0,2100.0
4235,shbsz000025330,"爱建顾园,南北通透,繁华地段,黄金楼层,靠近地铁口",宝山,顾村,菊盛路50弄,爱建顾园,103,3,2.0,2005.0,3.0,middle,NS,5000,31.349923,121.373828,,曲阳路,赤峰路,900.0,1700.0
4236,shjsz000002794,"东泉一村,主卧朝南,繁华地段,房型正气,中式风格",金山,金山,东泉新村,东泉一村,56,2,1.0,1994.0,3.0,high,NS,1900,30.72561,121.345987,200540.0,金桥路,博兴路,600.0,1000.0
4237,shsjz000009352,"三湘财富广场,全南户型,一梯三户,小区入口附近,得房率高",松江,松江大学城,梅家浜路1500弄,三湘财富广场,60,1,1.0,2012.0,3.0,high,E,3600,31.052507,121.230312,,杨高中路,德平路,2300.0,2900.0
4238,shsjz000009490,"龙湖好望山,主卧朝南,大平层,繁华地段,拎包入住",松江,松江大学城,人民北路2908弄,龙湖好望山,69,2,2.0,2012.0,3.0,middle,NS,4300,31.0563164,121.2240448,,伊犁路,水城路,1700.0,1800.0
4240,shxvz000019053,"田林十四村,主卧朝南,小区中心位置,采光充足,现代风格",徐汇,田林,田林十四村,田林十四村,33,1,0.0,1987.0,1.0,high,S,4100,31.174552,121.422998,200235.0,花木路,世纪公园,1600.0,2800.0
4241,shxvz000019159,"钦州大厦,主卧朝南,繁华地段,采光充足,南北通透",徐汇,康健,钦州路111弄,钦州大厦,40,1,0.0,1995.0,3.0,high,S,4300,31.162214,121.431808,200235.0,大柏树,赤峰路,1300.0,2100.0
4242,shxvz000019372,"冶金小区,主卧朝南,新式里弄,小区中心位置,房型正气",徐汇,田林,桂林路303弄,冶金小区,40,1,1.0,1975.0,3.0,middle,S,4200,31.16868,121.418459,200000.0,小南门,南浦大桥,200.0,1900.0
4243,shptz000017313,"光明城市,全南户型,近商圈,采光充足,靠近地铁口",普陀,长寿路,西康路1288弄,光明城市,116,2,2.0,2003.0,3.0,middle,S,12000,31.244544,121.438773,,金京路,杨高北路,600.0,1100.0
4244,shmhz000027187,"名都新城(1期),带飘窗,小区中心位置,南北通透,小区入口附近",闵行,南莘庄,富都路55弄,名都新城(1期),98,3,2.0,2001.0,3.0,high,NS,7500,31.103691,121.391246,,曲阳路,赤峰路,900.0,1700.0
4245,shmhz000027639,"万科红郡(2期),主卧朝南,联排别墅,小区中心位置,采光充足",闵行,华漕,诸新路377弄,万科红郡(2期),332,4,2.0,2006.0,4.0,high,S,33000,31.209927,121.286696,201107.0,上海科技馆,杨高中路,1900.0,2300.0
4246,shmhz000027645,"望族苑,主卧朝南,一梯两户,得房率高,简约风格",闵行,梅陇罗阳,上中西路1285弄,望族苑,153,3,2.0,2000.0,3.0,high,NS,8200,31.127786,121.408602,,老西门,陆家浜路,600.0,1200.0
4247,shjaz000007686,"泰府名邸,靠近花园,视野好,中式风格,配套成熟",静安,新闸,泰兴路625弄,泰府名邸,120,2,2.0,2008.0,3.0,high,NS,17000,31.236784000000004,121.455927,200085.0,云山路,金桥路,1300.0,2400.0
4248,shjaz000007718,"君御豪庭,繁华地段,拎包入住,近商圈,配套成熟",静安,昌平,西康路633弄,君御豪庭,147,2,2.0,2009.0,4.0,high,NS,24000,31.2354259,121.4456518,200000.0,上海图书馆,交通大学,1500.0,23300.0
4249,shjaz000007737,"静安枫景,全南户型,靠近花园,价格可谈,中式风格",静安,新闸,常德路500弄,静安枫景,105,2,2.0,2005.0,3.0,middle,S,17000,31.230213,121.446258,200085.0,上海图书馆,交通大学,1500.0,23300.0
4250,shmhz000029634,"莲蒲府邸(宝铭路88弄),南北通透,一梯两户,小区中心位置,拎包入住",闵行,七宝,宝铭路88弄,莲蒲府邸(宝铭路88弄),115,2,2.0,2005.0,3.0,low,NS,8500,31.139314,121.3670162,,上海图书馆,交通大学,1500.0,23300.0
4251,shjaz000008277,"静安中华大厦,繁华地段,房型正气,近商圈,黄金楼层",静安,南京西路,北京西路1701号,静安中华大厦,126,2,0.0,2005.0,3.0,low,W,25200,31.225422,121.443815,200085.0,中山公园站,延安西路,300.0,2800.0
4252,shmhz000029663,"万科魅力之城,客厅带阳台,一梯两户,采光充足,中式风格",闵行,七宝,中春路8888弄,万科魅力之城,124,3,2.0,2004.0,3.0,low,S,10000,31.156538,121.340927,201101.0,上海图书馆,交通大学,1500.0,23300.0
4253,shmhz000029667,"华唐苑,主卧朝南,小区中心位置,采光充足,南北通透",闵行,梅陇南,虹梅南路2288弄,华唐苑,89,2,2.0,2003.0,1.0,high,S,4000,31.103747,121.433544,200237.0,东昌路站,商城路,1700.0,2000.0
4254,shjaz000008291,"康海大楼,主卧朝南,近商圈,采光充足,简约风格",静安,静安寺,西康路838号,康海大楼,120,2,2.0,1998.0,3.0,high,S,11000,31.23790300000001,121.443763,200000.0,花木路,杨高中路,2200.0,2500.0
4255,shmhz000029690,"天鸿公寓,主卧朝南,小区中心位置,采光充足,中式风格",闵行,古北,吴中路677弄99支弄,天鸿公寓,64,1,1.0,2008.0,4.0,middle,S,8000,31.179623,121.397091,,东昌路站,商城路,1700.0,2000.0
4256,shjaz000008293,"四和花园(新闸路1910弄),主卧朝南,小区中心位置,采光充足,中式风格",静安,静安寺,新闸路1910弄,四和花园(新闸路1910弄),50,1,1.0,1995.0,3.0,high,S,8000,31.2267081,121.441887,200000.0,宋园路,水城路,1400.0,2700.0
4257,shmhz000029705,"万科红郡(2期),景观房,新式里弄,繁华地段,带花园",闵行,华漕,诸新路377弄,万科红郡(2期),320,4,2.0,2006.0,3.0,high,S,30000,31.209927,121.286696,201107.0,陕西南路,黄陂南路,800.0,1700.0
4258,shmhz000029709,"新时代花园,南北通透,复式房,靠近地铁口,带车位",闵行,古美,顾戴路1100弄,新时代花园,131,3,2.0,2001.0,3.0,middle,NS,8500,31.142879,121.388745,,大连路,提篮桥,800.0,1000.0
4259,shmhz000029731,"嘉和花园(1,2期),主卧朝南,带采光天井,底楼房,房型正气",闵行,梅陇罗阳,罗秀路1999弄,"嘉和花园(1,2期)",130,3,2.0,2001.0,2.0,low,S,8500,31.12826500000001,121.402567,,打浦桥,新天地,1000.0,1400.0
4260,shmhz000029741,"康健丽都,主卧朝南,采光充足,简约风格,景观房",闵行,古美,古美路718弄,康健丽都,120,3,1.0,2003.0,2.0,high,S,2780,31.1472302,121.4040053,,御桥,罗山路,4400.0,10100.0
4261,shjaz000008299,"静安四季苑,两房朝南,大平层,靠近地铁口,带中央空调",静安,南京西路,石门一路333弄,静安四季苑,116,2,2.0,2007.0,3.0,high,S,24000,31.22944110000001,121.4608749,200085.0,花木路,龙阳路,900.0,1200.0
4262,shmhz000029767,"平阳三村,主卧朝南,大平层,小区中心位置,采光充足",闵行,古美,虹莘路1700弄,平阳三村,74,2,1.0,1995.0,3.0,middle,S,5000,31.132054,121.384862,,伊犁路,水城路,1800.0,1900.0
4263,shmhz000029770,"罗阳一村,主卧朝南,带采光天井,小区中心位置,得房率高",闵行,梅陇罗阳,罗阳路258弄,罗阳一村,85,3,1.0,1997.0,3.0,low,S,6500,31.122916,121.410372,,国际客运中心,临平路,700.0,1500.0
4264,shjaz000008318,"国际丽都城(北京西路758弄),南北通透,位置安静,配套成熟,现代风格",静安,新闸,北京西路758弄,国际丽都城(北京西路758弄),178,3,2.0,2005.0,3.0,middle,NS,30000,31.2322173,121.4600021,200085.0,金京路,申江路,1800.0,7000.0
4265,shjaz000008321,"瀚林府邸,繁华地段,拎包入住,简约风格,近商圈",静安,静安寺,武定路1128弄,瀚林府邸,133,3,2.0,2005.0,3.0,middle,S,21900,31.229234,121.43898,200085.0,上海图书馆,交通大学,1400.0,23100.0
4267,shjaz000008324,"静安兴海城,客厅带阳台,繁华地段,房型正气,简约风格",静安,昌平,昌平路428弄,静安兴海城,108,3,2.0,1999.0,1.0,low,S,13000,31.236377,121.446739,200085.0,东昌路站,商城路,1700.0,2000.0
4269,shjaz000008331,"太平花园,主卧朝南,复式房,小区中心位置,带中央空调",静安,昌平,陕西北路470弄,太平花园,120,3,1.0,1948.0,4.0,high,S,16000,31.230825,121.452801,200085.0,云台路,高科西路,2300.0,3400.0
4270,shmhz000029853,"虹桥帝凡尼(凯迪华光公寓),主卧朝南,独立电梯,小区中心位置,带家具家电",闵行,金汇龙柏,华光路300弄,虹桥帝凡尼(凯迪华光公寓),110,2,2.0,2006.0,3.0,high,S,10500,31.18738859999999,121.3818745,201103.0,伊犁路,宋园路,1000.0,1100.0
4271,shmhz000029861,"恒盛苑,两房朝南,繁华地段,房型正气,南北通透",闵行,金虹桥,姚虹路299弄,恒盛苑,138,3,2.0,2004.0,3.0,low,S,15500,31.190675,121.40847,200336.0,江苏路,延安西路,1500.0,2700.0
4273,shptz000018732,"光新苑,主卧朝南,靠近地铁口,采光充足,欧式风格",普陀,光新,光新路250弄,光新苑,61,2,0.0,1986.0,3.0,high,NS,7000,31.253329,121.431959,200061.0,虹桥路,延安西路,1000.0,2300.0
4274,shjaz000008349,"欣宏嘉园,主卧朝南,靠近地铁口,得房率高,黄金楼层",静安,曹家渡,武宁南路195弄,欣宏嘉园,101,2,2.0,2001.0,3.0,middle,S,12000,31.2285178,121.4348811,200085.0,东昌路站,陆家嘴,1200.0,1500.0
4275,shjaz000008352,"中邦艾格美(石门一路116号),小户型,繁华地段,拎包入住,现代风格",静安,昌平,石门一路116号,中邦艾格美(石门一路116号),68,1,1.0,2006.0,3.0,high,S,17000,31.2269485,121.463065,,东昌路站,商城路,1700.0,2000.0
4276,shjaz000008359,"上海壹街区,大两房,繁华地段,房型正气,现代风格",静安,昌平,凤阳路588弄,上海壹街区,90,2,2.0,2003.0,3.0,low,S,14000,31.232802000000003,121.465101,200085.0,水城路,龙溪路,1300.0,1400.0
4278,shmhz000029977,"万科假日风景(畹町路99弄),主卧朝南,小区中心位置,房型正气,中式风格",闵行,春申,畹町路99弄,万科假日风景(畹町路99弄),136,3,2.0,2005.0,3.0,middle,S,7000,31.104991,121.402021,201108.0,北新泾,真北路,1400.0,5800.0
4279,shmhz000030021,"名都城(公寓),客厅带阳台,小区中心位置,配套成熟,两房朝南",闵行,金虹桥,虹许路788号,名都城(公寓),107,2,2.0,1998.0,3.0,low,S,14000,31.189985,121.391505,201103.0,花木路,杨高中路,1700.0,2400.0
4280,shmhz000027645,"望族苑,主卧朝南,一梯两户,得房率高,简约风格",闵行,梅陇罗阳,上中西路1285弄,望族苑,153,3,2.0,2000.0,3.0,high,NS,8200,31.127786,121.408602,,花木路,世纪公园,0.0,1200.0
4281,shjaz000007686,"泰府名邸,靠近花园,视野好,中式风格,配套成熟",静安,新闸,泰兴路625弄,泰府名邸,120,2,2.0,2008.0,3.0,high,NS,17000,31.236784000000004,121.455927,200085.0,上海图书馆,延安西路,1500.0,3200.0
4282,shjaz000007718,"君御豪庭,繁华地段,拎包入住,近商圈,配套成熟",静安,昌平,西康路633弄,君御豪庭,147,2,2.0,2009.0,4.0,high,NS,24000,31.2354259,121.4456518,200000.0,蓝村路,上海儿童医学中心,2000.0,2100.0
4283,shjaz000007737,"静安枫景,全南户型,靠近花园,价格可谈,中式风格",静安,新闸,常德路500弄,静安枫景,105,2,2.0,2005.0,3.0,middle,S,17000,31.230213,121.446258,200085.0,赤峰路,曲阳路,800.0,900.0
4284,shmhz000029634,"莲蒲府邸(宝铭路88弄),南北通透,一梯两户,小区中心位置,拎包入住",闵行,七宝,宝铭路88弄,莲蒲府邸(宝铭路88弄),115,2,2.0,2005.0,3.0,low,NS,8500,31.139314,121.3670162,,徐泾东,徐泾东,3300.0,3400.0
4285,shjaz000008277,"静安中华大厦,繁华地段,房型正气,近商圈,黄金楼层",静安,南京西路,北京西路1701号,静安中华大厦,126,2,0.0,2005.0,3.0,low,W,25200,31.225422,121.443815,200085.0,中山公园站,延安西路,300.0,2800.0
4286,shmhz000029663,"万科魅力之城,客厅带阳台,一梯两户,采光充足,中式风格",闵行,七宝,中春路8888弄,万科魅力之城,124,3,2.0,2004.0,3.0,low,S,10000,31.156538,121.340927,201101.0,西藏南路,南浦大桥,1400.0,2000.0
4287,shmhz000029667,"华唐苑,主卧朝南,小区中心位置,采光充足,南北通透",闵行,梅陇南,虹梅南路2288弄,华唐苑,89,2,2.0,2003.0,1.0,high,S,4000,31.103747,121.433544,200237.0,三林东,三林,200.0,2600.0
4288,shjaz000008291,"康海大楼,主卧朝南,近商圈,采光充足,简约风格",静安,静安寺,西康路838号,康海大楼,120,2,2.0,1998.0,3.0,high,S,11000,31.23790300000001,121.443763,200000.0,西藏南路,陆家浜路,1500.0,1700.0
4289,shmhz000029690,"天鸿公寓,主卧朝南,小区中心位置,采光充足,中式风格",闵行,古北,吴中路677弄99支弄,天鸿公寓,64,1,1.0,2008.0,4.0,middle,S,8000,31.179623,121.397091,,伊犁路,宋园路,700.0,900.0
4290,shjaz000008293,"四和花园(新闸路1910弄),主卧朝南,小区中心位置,采光充足,中式风格",静安,静安寺,新闸路1910弄,四和花园(新闸路1910弄),50,1,1.0,1995.0,3.0,high,S,8000,31.2267081,121.441887,200000.0,虹桥路,延安西路,1100.0,2000.0
4291,shmhz000029705,"万科红郡(2期),景观房,新式里弄,繁华地段,带花园",闵行,华漕,诸新路377弄,万科红郡(2期),320,4,2.0,2006.0,3.0,high,S,30000,31.209927,121.286696,201107.0,泗泾,徐泾东,5000.0,6800.0
4292,shmhz000029709,"新时代花园,南北通透,复式房,靠近地铁口,带车位",闵行,古美,顾戴路1100弄,新时代花园,131,3,2.0,2001.0,3.0,middle,NS,8500,31.142879,121.388745,,塘桥,上海儿童医学中心,800.0,1800.0
